anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,liquidez_lag1,cfo_lag1,gp_ratio_lag1,endeudamiento_lag1,dias_efectivo_lag1,liquidez_diff,gp_ratio_diff,endeudamiento_diff,cfo_roll2,liquidez_roll2,dias_efectivo_roll2,cfo_negativo,top2_concentracion,gp_x_endeudam,liq_x_dias
2017,Nivel Central,235740641804.16302,111335177072.30092,1.402537976104727,122.96939378590886,21570875751.88907,0.2556736573660497,0.0569521100396714,0.1973215411906235,0.2199701121218881,0.2288798023851541,0.2294584816879209,-0.0468826382160513,0.4722782470609818,0,1.3878873581508095,23525970567.23397,0.5488395756681563,0.3581876430769773,93.61135316019336,0.014650617953917422,-0.07656132860717452,-0.1287291613890564,22548423159.56152,1.3952126671277683,108.29037347305112,0,0.4756437694879378,0.10836824950484568,172.4692446833138
2018,Nivel Central,237752397076.9665,124081464812.08788,1.2319301710311432,86.95786807315346,15995760721.032022,0.3759075271275922,0.0400123850145296,0.2437449161468492,0.1052600074699779,0.2686590460687039,0.2972601578977327,0.0128026452262243,0.5218936437133779,1,1.402537976104727,21570875751.88907,0.4722782470609818,0.2294584816879209,122.96939378590886,-0.17060780507358375,0.04961539665239606,0.06780167620981178,18783318236.460545,1.317234073567935,104.96363092953116,0,0.6196524432744414,0.15513818693606177,107.12602128786354
2019,Nivel Central,230483942387.17133,119881336238.22548,1.307921555257103,121.0669757134077,14948792519.496267,0.4429085099791788,0.0431824276572027,0.2207152545356568,0.1647045188281776,0.2903849697651772,0.4047529603273183,0.0399295112463225,0.5201287994147832,0,1.2319301710311432,15995760721.032022,0.5218936437133779,0.2972601578977327,86.95786807315346,0.07599138422595986,-0.0017648442985946922,0.10749280242958559,15472276620.264145,1.269925863144123,104.01242189328059,0,0.6636237645148356,0.21052367131462743,158.3461071653541
2020,Nivel Central,231939025396.9935,123366022710.37566,1.517192804606124,70.28723722336382,34401447319.25624,0.3842321511672969,0.0838237852465397,0.2379843529783198,0.1654257119933512,0.2551839802145535,0.4577636741870804,-0.0170113379006783,0.5318898900226852,0,1.307921555257103,14948792519.496267,0.5201287994147832,0.4047529603273183,121.0669757134077,0.20927124934902097,0.01176109060790198,0.05301071385976214,24675119919.376255,1.4125571799316137,95.67710646838576,0,0.6222165041456167,0.2434798703197465,106.63929057093131
2021,Nivel Central,216025109087.69083,113434190427.31996,1.1170608411837126,146.65053578919614,46883716949.12749,0.3842321511672969,0.0662618385910389,0.1807140300616244,0.1771846465563483,0.2365172470533124,0.4204142017117352,-0.0554779760511556,0.5250972486780402,0,1.517192804606124,34401447319.25624,0.5318898900226852,0.4577636741870804,70.28723722336382,-0.4001319634224114,-0.006792641344644967,-0.0373494724753452,40642582134.191864,1.3171268228949184,108.46888650627997,0,0.5649461812289214,0.2207583406240068,163.8175708687216
2022,Nivel Central,220480289352.75308,123124274584.8238,1.4623631651507207,131.78154250897614,18778601291.636063,0.2237470663544419,0.0768326124661331,0.2866099941947452,0.1643348915800297,0.2268572874030524,0.3988738607869475,0.0366695633658955,0.5584366518488805,0,1.1170608411837126,46883716949.12749,0.5250972486780402,0.4204142017117352,146.65053578919614,0.3453023239670081,0.033339403170840276,-0.021540340924787738,32831159120.381775,1.2897120031672167,139.21603914908616,0,0.5103570605491871,0.2227457833278994,192.71247361187062
2023,Nivel Central,228423471597.2614,126772187733.0488,1.4741909700939635,114.82897142498206,18778601291.636063,0.395354247335835,0.0747565078474581,0.199812023305427,0.0954180741164133,0.2659878853336112,0.31345524729834,0.0702614430222647,0.5549875713147541,1,1.4623631651507207,18778601291.636063,0.5584366518488805,0.3988738607869475,131.78154250897614,0.011827804943242759,-0.003449080534126403,-0.08541861348860746,18778601291.636063,1.468277067622342,123.30525696697912,0,0.595166270641262,0.17396376641397135,169.2798327798863
2024,Nivel Central,231153553978.4891,136537769821.73187,1.2064340530615223,96.66954680817426,5816412206.773385,0.3410138678058848,0.0548131673141458,0.2689279539070255,0.1748930170166801,0.2479175151065036,0.5938484085649725,0.0043946059674252,0.5906799504992164,1,1.4741909700939635,18778601291.636063,0.5549875713147541,0.31345524729834,114.82897142498206,-0.2677569170324412,0.03569237918446233,0.28039316126663244,12297506749.204723,1.3403125115777428,105.74925911657817,0,0.6099418217129102,0.35077434857519635,116.62543316340621
2025,Nivel Central,241190038556.80087,138248782514.57654,1.442033481434362,109.39776381251777,-29607151896.39428,0.2727537271237621,0.0915129949193295,0.2576638105999659,0.191378782269182,0.2206391133932763,0.4249301886920005,0.0458693715214434,0.5731944127618629,1,1.2064340530615223,5816412206.773385,0.5906799504992164,0.5938484085649725,96.66954680817426,0.23559942837283976,-0.017485537737353507,-0.16891821987297195,-11895369844.810448,1.324233767247942,103.03365531034603,1,0.530417537723728,0.2435676099720988,157.75523821169907
2017,Sedes y Seccionales,70337959632.34299,36336663840.64108,1.4550470530708262,118.25383860902248,4036028165.4483953,0.289171758288226,0.0490149282254387,0.1901072459703897,0.1736669145180311,0.2411510678688226,0.408063635149364,0.0550233271054728,0.5166010505646322,0,1.4550470530708262,4519136789.225881,0.4820600549522369,0.5090705228208819,132.25313080596712,0.0,0.03454099561239532,-0.10100688767151794,4277582477.337138,1.4550470530708262,125.2534847074948,0,0.4792790042586157,0.21080610261538424,172.06489938237124
2018,Sedes y Seccionales,60948048795.15456,32967371864.181183,1.2985330412515956,40.50935480394774,6324312402.976638,0.3208291844442108,0.0969675990176689,0.2396039023275834,0.2098957184618526,0.2314105678142425,0.4220268685543029,0.0803433987946645,0.5409093894865118,1,1.4550470530708262,4036028165.4483953,0.5166010505646322,0.408063635149364,118.25383860902248,-0.15651401181923053,0.024308338921879558,0.01396323340493888,5180170284.212517,1.376790047161211,79.38159670648511,0,0.5604330867717943,0.22827829581661233,52.60273569271019
2019,Sedes y Seccionales,64156261768.34713,34188098216.349834,1.3418885532677884,86.88606408284123,7472654382.08968,0.3208291844442108,0.057226341094503,0.2057876450789685,0.178278328968774,0.2351941484037421,0.3796635750811294,0.0471370364649031,0.5328879406938462,0,1.2985330412515956,6324312402.976638,0.5409093894865118,0.4220268685543029,40.50935480394774,0.04335551201619281,-0.008021448792665642,-0.04236329347317347,6898483392.533159,1.320210797259692,63.69770944339448,0,0.5266168295231793,0.2023181406814465,116.59141483125617
2020,Sedes y Seccionales,65083358481.67987,34833866234.82618,1.146197197709715,54.51408855218752,4332965185.622183,0.4061926008599901,0.0463354811400042,0.1278984080797461,0.2240610394461269,0.2719258841037897,0.4741537251659986,0.004181728552946,0.535219248782797,1,1.3418885532677884,7472654382.08968,0.5328879406938462,0.3796635750811294,86.88606408284123,-0.1956913555580735,0.0023313080889508786,0.09449015008486916,5902809783.85593,1.2440428754887516,70.70007631751437,0,0.630253640306117,0.25377620059091055,62.48389553421659
2021,Sedes y Seccionales,58382366064.33834,37264441390.96215,1.2887704653487395,52.97062544116976,6942745866.621546,0.2165296020793981,0.0592878903078034,0.1081791324837676,0.1362290632329604,0.310844595243431,0.4741537251659986,-0.0500487485228087,0.6382824798483864,1,1.146197197709715,4332965185.622183,0.535219248782797,0.4741537251659986,54.51408855218752,0.14257326763902456,0.10306323106558934,0.0,5637855526.121864,1.2174838315292273,53.74235699667864,0,0.3527586653123585,0.30264401552830383,68.26697759963012
2022,Sedes y Seccionales,63834983405.38364,33420037891.10951,1.2432123070754335,64.65167666150819,6942745866.621546,0.3101381815797857,0.0191580716900915,0.1500383065695206,0.2223078040571286,0.2575022555887036,0.3296230692446067,0.0909569737742265,0.5235379741367798,0,1.2887704653487395,6942745866.621546,0.6382824798483864,0.4741537251659986,52.97062544116976,-0.045558158273306004,-0.11474450571160655,-0.14453065592139186,6942745866.621546,1.2659913862120864,58.81115105133897,0,0.5324459856369143,0.1725701939010689,80.37576009864856
2023,Sedes y Seccionales,68688848566.37004,36619218584.47681,1.3392174208829293,57.64711505308109,-1608523271.2064795,0.3144983673621307,0.0430871114320954,0.2655730304791158,0.1250201248358755,0.2503387886959461,0.4079939578711508,0.0402812056397873,0.5331173741993037,1,1.2432123070754335,6942745866.621546,0.5235379741367798,0.3296230692446067,64.65167666150819,0.09600511380749577,0.00957940006252389,0.07837088862654407,2667111297.707533,1.2912148639791814,61.149395857294635,1,0.5800713978412465,0.21750866750944925,77.20202074272875
2024,Sedes y Seccionales,64057386148.95217,32245158944.261284,1.589212415126553,54.47979729278064,1638987572.481452,0.2989853767349968,0.0972312824766363,0.2667994225438159,0.1952087657946468,0.2282347657583958,0.5423689054916767,0.0367318599323593,0.503379249182629,1,1.3392174208829293,-1608523271.2064795,0.5331173741993037,0.4079939578711508,57.64711505308109,0.2499949942436237,-0.02973812501667472,0.13437494762052593,15232150.637485743,1.4642149180047412,56.063456172930856,0,0.5657847992788128,0.2730172524264045,86.57997023126497
2025,Sedes y Seccionales,62096537097.68805,32148239425.336555,1.0281300040200576,81.00392701305815,3994299455.1327376,0.2892962812878862,0.0622751194575967,0.2251784018661664,0.1328425218386629,0.2402595951640868,0.5031332305966707,0.0259006758061463,0.5177138843469177,1,1.589212415126553,1638987572.481452,0.503379249182629,0.5423689054916767,54.47979729278064,-0.5610824111064954,0.014334635164288678,-0.03923567489500601,2816643513.8070946,1.3086712095733053,67.74186215291938,0,0.5144746831540525,0.26047905915621583,83.28256780557592
